transaction_id,transaction_date,customer_id,product_id,branch_id,channel,quantity,unit_price,discount_percentage,gross_revenue,net_revenue,cost,gross_margin,payment_status,campaign_id,has_campaign,product_name,category,standard_price,cost_price,margin_percentage,active_status,customer_type,segment,acquisition_channel,customer_since,location_category,customer_attribute,attribute_type,campaign_name,campaign_start_date,campaign_end_date,offer_type,campaign_cost,transaction_year,transaction_month,transaction_year_month,discount_band,customer_tenure_days,margin_percentage_tx
TXN040947,1/2/2024,C00805,P0020,BR06,Direct Sales,6,51.23,0,307.38,307.38,193.38,114,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Referral,8/16/2022,Urban,18-25,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,504,37.09
TXN028539,1/2/2024,C00850,P0015,BR02,Branch,4,196.18,5,784.72,745.48,475.84,269.64,Paid,No Campaign,FALSE,Lite Ceramic Mug Set,Home & Living,191.68,118.96,37.94,Active,SME,Standard,Referral,7/31/2022,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,520,36.17
TXN014367,1/2/2024,C01998,P0020,BR05,Online,1,49.88,20,49.88,39.9,32.23,7.67,Pending,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Sales Team,7/1/2022,Urban,56-65,age_band,No Campaign,,,No offer,,2024,1,2024-01,16-20%,550,19.22
TXN041795,1/2/2024,C00056,P0037,BR02,Online,4,427.89,0,1711.56,1711.56,948.24,763.32,Paid,No Campaign,FALSE,Essential Tablet Sleeve,Electronics,447.2,237.06,46.99,Active,Individual,New,Online,9/20/2023,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,104,44.6
TXN010928,1/2/2024,C00221,P0015,BR04,Partner,3,186.36,5,559.08,531.13,356.88,174.25,Paid,No Campaign,FALSE,Lite Ceramic Mug Set,Home & Living,191.68,118.96,37.94,Active,Individual,Standard,Online,11/2/2023,Urban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,1-5%,61,32.81
TXN049675,1/2/2024,C01371,P0096,BR02,Online,2,35.34,10,70.68,63.61,50.46,13.15,Paid,No Campaign,FALSE,Advanced Granola Mix,Food & Beverage,34.52,25.23,26.91,Active,Individual,New,Sales Team,1/2/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,0,20.67
TXN033114,1/2/2024,C01148,P0060,BR02,Dealer,1,30.16,5,30.16,28.65,20.32,8.33,Paid,No Campaign,FALSE,Pro Spice Set,Food & Beverage,29.64,20.32,31.44,Active,Corporate,Standard,Referral,3/22/2022,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,651,29.08
TXN013030,1/2/2024,C01082,P0079,BR08,Online,5,251.37,10,1256.85,1131.16,672.35,458.81,Paid,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,Individual,Budget,Online,4/18/2022,Urban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,624,40.56
TXN001341,1/2/2024,C00820,P0082,BR02,Online,1,102.38,15,102.38,87.02,66.24,20.78,Paid,No Campaign,FALSE,Basic Hair Serum,Beauty & Personal Care,102.58,66.24,35.43,Active,Individual,Premium,Walk-in,6/12/2022,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,569,23.88
TXN010475,1/2/2024,C01975,P0011,BR04,Direct Sales,1,160.75,0,160.75,160.75,111.01,49.74,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Standard,Referral,9/28/2022,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,461,30.94
TXN006543,1/2/2024,C00378,P0018,BR06,Online,1,4.99,0,4.99,4.99,2.77,2.22,Paid,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,Individual,New,Sales Team,4/9/2023,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,268,44.49
TXN028798,1/2/2024,C01580,P0053,BR01,Online,1,51.54,5,51.54,48.96,30.95,18.01,Paid,No Campaign,FALSE,Compact Trekking Pole,Sports & Outdoors,51.42,30.95,39.81,Active,SME,Premium,Online,5/14/2023,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,233,36.79
TXN047344,1/2/2024,C00133,P0007,BR05,Direct Sales,2,735.96,5,1471.92,1398.32,721.32,677,Pending,No Campaign,FALSE,Prime Power Bank,Electronics,709.41,360.66,49.16,Active,SME,Standard,Walk-in,1/2/2024,Suburban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,0,48.42
TXN028310,1/2/2024,C01845,P0019,BR08,Branch,2,759.28,5,1518.56,1442.63,805.16,637.47,Paid,No Campaign,FALSE,Pro Webcam,Electronics,773.93,402.58,47.98,Active,Individual,New,Sales Team,1/2/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,1-5%,0,44.19
TXN035014,1/2/2024,C01274,P0084,BR03,Partner,4,41.87,0,167.48,167.48,120.68,46.8,Paid,No Campaign,FALSE,Max Cookie Box,Food & Beverage,42.6,30.17,29.18,Active,Individual,Standard,Sales Team,5/14/2022,Urban,18-25,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,598,27.94
TXN012616,1/2/2024,C00956,P0011,BR03,Online,2,156.58,5,313.16,297.5,222.02,75.48,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Corporate,Premium,Sales Team,1/2/2024,Suburban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,0,25.37
TXN020532,1/2/2024,C01532,P0046,BR01,Online,3,109.5,15,328.5,279.22,231.45,47.77,Paid,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,Corporate,Premium,Walk-in,1/2/2024,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,1,2024-01,11-15%,0,17.11
TXN025975,1/2/2024,C01622,P0070,BR04,Dealer,3,39.64,27.85,118.92,85.8,75,10.8,Paid,No Campaign,FALSE,Deluxe Deodorant,Beauty & Personal Care,41.57,25,39.86,Active,Individual,Budget,Online,1/2/2024,Urban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,20%+,0,12.59
TXN009987,1/2/2024,C01880,P0020,BR05,Direct Sales,2,48.55,0,97.1,97.1,64.46,32.64,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,3/27/2022,Urban,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,646,33.61
TXN029540,1/2/2024,C00035,P0089,BR02,Online,1,202.95,10,202.95,182.66,176.63,6.03,Overdue,No Campaign,FALSE,Ultra Camping Tent,Sports & Outdoors,202.08,176.63,12.59,Active,Individual,Budget,Walk-in,1/2/2024,Urban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,0,3.3
TXN026339,1/2/2024,C00788,P0005,BR03,Online,3,200.93,10,602.79,542.51,279.45,263.06,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,SME,Budget,Online,9/18/2023,Other,Medium (11-50),business_size,No Campaign,,,No offer,,2024,1,2024-01,6-10%,106,48.49
TXN047463,1/2/2024,C01655,P0043,BR01,Online,5,312.83,5,1564.15,1485.94,1150.7,335.24,Overdue,No Campaign,FALSE,Essential USB-C Hub,Electronics,312.74,230.14,26.41,Active,SME,Standard,Sales Team,5/28/2022,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,584,22.56
TXN016451,1/2/2024,C01629,P0023,BR02,Partner,3,63.47,22.05,190.41,148.42,116.76,31.66,Paid,No Campaign,FALSE,Lite Trekking Pole,Sports & Outdoors,64.83,38.92,39.97,Active,Corporate,Standard,Online,1/2/2024,Other,Small (1-10),business_size,No Campaign,,,No offer,,2024,1,2024-01,20%+,0,21.33
TXN026591,1/2/2024,C01795,P0017,BR02,Online,3,228.15,0,684.45,684.45,417.33,267.12,Pending,No Campaign,FALSE,Everyday Yoga Mat,Sports & Outdoors,225.8,139.11,38.39,Active,Corporate,Budget,Referral,5/17/2023,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,1,2024-01,0%,230,39.03
TXN016409,1/2/2024,C01309,P0069,BR07,Branch,1,35.97,15,35.97,30.57,22.3,8.27,Paid,No Campaign,FALSE,Compact Cutlery Set,Home & Living,35.55,22.3,37.27,Active,Individual,Budget,Walk-in,6/4/2023,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,212,27.05
TXN016313,1/2/2024,C01034,P0066,BR06,Online,3,11.18,10,33.54,30.19,23.7,6.49,Paid,No Campaign,FALSE,Essential Granola Mix,Food & Beverage,11.33,7.9,30.27,Active,Individual,Budget,Online,12/13/2022,Urban,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,385,21.5
TXN048942,1/2/2024,C00793,P0023,BR01,Direct Sales,2,66.68,15,133.36,113.36,77.84,35.52,Paid,No Campaign,FALSE,Lite Trekking Pole,Sports & Outdoors,64.83,38.92,39.97,Active,Individual,Premium,Referral,8/6/2023,Urban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,149,31.33
TXN020898,1/2/2024,C00450,P0083,BR04,Branch,2,216.37,0,432.74,432.74,241.6,191.14,Pending,No Campaign,FALSE,Advanced Water Bottle,Sports & Outdoors,225.19,120.8,46.36,Active,Corporate,Premium,Referral,4/5/2022,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,1,2024-01,0%,637,44.17
TXN012726,1/2/2024,C00406,P0070,BR07,Direct Sales,1,40.92,0,40.92,40.92,25,15.92,Paid,No Campaign,FALSE,Deluxe Deodorant,Beauty & Personal Care,41.57,25,39.86,Active,Individual,Budget,Online,6/22/2023,Other,18-25,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,194,38.91
TXN020605,1/2/2024,C01207,P0086,BR01,Partner,5,27.27,20,136.35,109.08,101.45,7.63,Pending,No Campaign,FALSE,Basic Denim Jacket,Apparel,27.51,20.29,26.25,Active,SME,Standard,Walk-in,1/2/2024,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,1,2024-01,16-20%,0,6.99
TXN032652,1/2/2024,C01569,P0029,BR06,Partner,4,108.96,0,435.84,435.84,433.28,2.56,Paid,No Campaign,FALSE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,Individual,Standard,Walk-in,1/2/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,0.59
TXN027729,1/2/2024,C01646,P0044,BR03,Dealer,3,46.47,0,139.41,139.41,97.23,42.18,Paid,No Campaign,FALSE,Lite Denim Jacket,Apparel,44.35,32.41,26.92,Active,Individual,Budget,Online,1/2/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,30.26
TXN019356,1/2/2024,C01543,P0079,BR07,Branch,3,228.28,10,684.84,616.36,403.41,212.95,Overdue,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,SME,Premium,Walk-in,7/8/2022,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,1,2024-01,6-10%,543,34.55
TXN030276,1/2/2024,C00834,P0032,BR02,Online,3,14.23,0,42.69,42.69,24.96,17.73,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Corporate,Standard,Walk-in,1/2/2024,Suburban,Small (1-10),business_size,No Campaign,,,No offer,,2024,1,2024-01,0%,0,41.53
TXN045361,1/2/2024,C00319,P0020,BR05,Partner,1,51.3,15,51.3,43.6,32.23,11.37,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Sales Team,11/4/2023,Urban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,59,26.08
TXN008137,1/2/2024,C01491,P0086,BR04,Branch,2,26.57,0,53.14,53.14,40.58,12.56,Paid,No Campaign,FALSE,Basic Denim Jacket,Apparel,27.51,20.29,26.25,Active,Individual,Budget,Walk-in,1/2/2024,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,23.64
TXN043160,1/2/2024,C00444,P0010,BR06,Dealer,8,19.79,20,158.32,126.66,94.56,32.1,Paid,No Campaign,FALSE,Plus Body Lotion,Beauty & Personal Care,19.94,11.82,40.72,Active,Individual,Standard,Online,12/21/2022,Urban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,16-20%,377,25.34
TXN043326,1/2/2024,C01193,P0067,BR05,Online,4,851.02,5,3404.08,3233.88,1662.92,1570.96,Paid,No Campaign,FALSE,Essential Bluetooth Speaker,Electronics,832.03,415.73,50.03,Active,Individual,Standard,Online,1/2/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,1-5%,0,48.58
TXN008827,1/2/2024,C00928,P0011,BR04,Direct Sales,3,162.53,15,487.59,414.45,333.03,81.42,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Premium,Online,1/2/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,0,19.65
TXN048484,1/2/2024,C00314,P0032,BR06,Online,3,13.38,5,40.14,38.13,24.96,13.17,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,New,Online,6/26/2022,Suburban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,1-5%,555,34.54
TXN017113,1/2/2024,C00924,P0014,BR01,Online,1,123.61,10,123.61,111.25,77.77,33.48,Paid,No Campaign,FALSE,Compact Rain Jacket,Apparel,119.74,77.77,35.05,Active,Individual,Standard,Online,1/2/2024,Other,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,0,30.09
TXN005238,1/3/2024,C00559,P0088,BR06,Online,3,69.31,0,207.93,207.93,104.58,103.35,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Standard,Online,3/21/2022,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,653,49.7
TXN006124,1/3/2024,C01374,P0020,BR01,Online,3,49.79,10,149.37,134.43,96.69,37.74,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Online,10/30/2022,Urban,56-65,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,430,28.07
TXN020330,1/3/2024,C00492,P0020,BR05,Partner,4,47.32,10,189.28,170.35,128.92,41.43,Partially Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Premium,Referral,7/24/2023,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,163,24.32
TXN042913,1/3/2024,C00638,P0024,BR03,Online,1,28.7,0,28.7,28.7,16.04,12.66,Paid,No Campaign,FALSE,Essential Protein Bar Pack,Food & Beverage,28.43,16.04,43.58,Active,Individual,Budget,Referral,1/3/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,44.11
TXN045688,1/3/2024,C01390,P0099,BR04,Online,5,250.79,15,1253.95,1065.86,791.85,274.01,Partially Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Standard,Walk-in,11/11/2022,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,418,25.71
TXN015352,1/3/2024,C00042,P0006,BR01,Online,3,44.33,0,132.99,132.99,77.13,55.86,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Premium,Online,1/3/2024,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,42
TXN011328,1/3/2024,C00483,P0020,BR01,Direct Sales,2,47.52,20,95.04,76.03,64.46,11.57,Pending,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Sales Team,2/28/2023,Suburban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,16-20%,309,15.22
TXN014802,1/3/2024,C00067,P0098,BR05,Direct Sales,4,24.27,5,97.08,92.23,70,22.23,Overdue,No Campaign,FALSE,Signature Ankle Socks,Apparel,24.82,17.5,29.49,Active,Individual,Premium,Walk-in,9/1/2022,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,1-5%,489,24.1
TXN002008,1/3/2024,C01040,P0004,BR03,Dealer,3,80.39,0,241.17,241.17,165.24,75.93,Paid,No Campaign,FALSE,Ultra Lip Balm Set,Beauty & Personal Care,79.04,55.08,30.31,Active,Individual,Budget,Online,1/3/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,31.48
TXN019612,1/3/2024,C01244,P0011,BR05,Dealer,3,163.49,20,490.47,392.38,333.03,59.35,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Premium,Walk-in,1/3/2024,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,16-20%,0,15.13
TXN021703,1/3/2024,C01277,P0088,BR06,Online,3,74.16,10,222.48,200.23,104.58,95.65,Pending,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Premium,Online,9/17/2022,Urban,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,473,47.77
TXN033630,1/3/2024,C00704,P0032,BR05,Online,3,14.04,5,42.12,40.01,24.96,15.05,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,SME,Standard,Online,1/3/2024,Suburban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,0,37.62
TXN011998,1/3/2024,C00779,P0047,BR05,Branch,3,273.05,20,819.15,655.32,530.1,125.22,Pending,No Campaign,FALSE,Classic Camping Tent,Sports & Outdoors,272.48,176.7,35.15,Active,SME,Budget,Sales Team,12/28/2022,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,1,2024-01,16-20%,371,19.11
TXN034642,1/3/2024,C00423,P0084,BR03,Online,3,41.97,0,125.91,125.91,90.51,35.4,Paid,No Campaign,FALSE,Max Cookie Box,Food & Beverage,42.6,30.17,29.18,Active,Individual,Standard,Referral,1/3/2024,Other,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,28.12
TXN045811,1/3/2024,C01329,P0099,BR06,Branch,2,241.16,5,482.32,458.2,316.74,141.46,Overdue,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,SME,Premium,Walk-in,1/3/2024,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,0,30.87
TXN048196,1/3/2024,C00403,P0032,BR03,Branch,2,13.85,10,27.7,24.93,16.64,8.29,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Standard,Online,1/3/2024,Urban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,0,33.25
TXN006322,1/3/2024,C01366,P0084,BR03,Online,3,43.24,5,129.72,123.23,90.51,32.72,Paid,No Campaign,FALSE,Max Cookie Box,Food & Beverage,42.6,30.17,29.18,Active,SME,Budget,Sales Team,9/11/2022,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,479,26.55
TXN002958,1/3/2024,C00194,P0090,BR08,Direct Sales,5,47.49,5,237.45,225.58,160.5,65.08,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,Individual,Standard,Sales Team,12/31/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,1-5%,368,28.85
TXN012233,1/3/2024,C01734,P0042,BR05,Dealer,6,34.35,15,206.1,175.18,116.64,58.54,Paid,No Campaign,FALSE,Basic Granola Mix,Food & Beverage,34.63,19.44,43.86,Active,Individual,Standard,Walk-in,8/7/2023,Urban,56-65,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,149,33.42
TXN011603,1/3/2024,C00907,P0018,BR04,Online,8,4.93,20,39.44,31.55,22.16,9.39,Pending,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,Individual,Budget,Sales Team,1/31/2023,Urban,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,16-20%,337,29.76
TXN019904,1/3/2024,C01785,P0006,BR02,Online,4,47.66,5,190.64,181.11,102.84,78.27,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Standard,Online,1/3/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,1,2024-01,1-5%,0,43.22
TXN007097,1/3/2024,C00895,P0037,BR03,Dealer,1,465.62,0,465.62,465.62,237.06,228.56,Paid,No Campaign,FALSE,Essential Tablet Sleeve,Electronics,447.2,237.06,46.99,Active,Individual,New,Online,1/3/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,49.09
TXN048902,1/3/2024,C00195,P0020,BR05,Branch,2,49.74,15,99.48,84.56,64.46,20.1,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,New,Sales Team,8/16/2022,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,505,23.77
TXN028434,1/3/2024,C01070,P0088,BR05,Direct Sales,4,76.15,0,304.6,304.6,139.44,165.16,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Budget,Sales Team,1/3/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,54.22
TXN030782,1/3/2024,C01576,P0012,BR04,Online,4,50.63,10,202.52,182.27,173.64,8.63,Paid,No Campaign,FALSE,Classic Spice Set,Food & Beverage,50.44,43.41,13.94,Active,Individual,Standard,Walk-in,2/13/2023,Other,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,324,4.73
TXN008160,1/3/2024,C01487,P0012,BR08,Online,3,49.85,10,149.55,134.6,130.23,4.37,Paid,No Campaign,FALSE,Classic Spice Set,Food & Beverage,50.44,43.41,13.94,Active,SME,Budget,Referral,10/10/2022,Other,Large (51-200),business_size,No Campaign,,,No offer,,2024,1,2024-01,6-10%,450,3.25
TXN030384,1/3/2024,C01770,P0082,BR01,Online,3,98.72,15,296.16,251.74,198.72,53.02,Paid,No Campaign,FALSE,Basic Hair Serum,Beauty & Personal Care,102.58,66.24,35.43,Active,Individual,Budget,Walk-in,3/4/2022,Other,56-65,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,670,21.06
TXN004416,1/3/2024,C00284,P0098,BR05,Online,2,23.71,15,47.42,40.31,35,5.31,Paid,No Campaign,FALSE,Signature Ankle Socks,Apparel,24.82,17.5,29.49,Active,Individual,New,Walk-in,8/20/2022,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,501,13.17
TXN043338,1/3/2024,C01791,P0099,BR06,Online,3,230.65,15,691.95,588.16,475.11,113.05,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,SME,Standard,Online,1/3/2024,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,1,2024-01,11-15%,0,19.22
TXN016836,1/3/2024,C01292,P0088,BR04,Dealer,3,70.47,0,211.41,211.41,104.58,106.83,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Budget,Walk-in,1/3/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,0,50.53
TXN039673,1/3/2024,C01568,P0096,BR03,Branch,5,35.44,5,177.2,168.34,126.15,42.19,Paid,No Campaign,FALSE,Advanced Granola Mix,Food & Beverage,34.52,25.23,26.91,Active,Individual,Standard,Online,1/3/2024,Other,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,1-5%,0,25.06
TXN043375,1/3/2024,C01825,P0099,BR03,Direct Sales,4,236.63,15,946.52,804.54,633.48,171.06,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Budget,Walk-in,7/16/2023,Urban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,171,21.26
TXN026880,1/3/2024,C00117,P0020,BR05,Dealer,5,50.57,10,252.85,227.56,161.15,66.41,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Walk-in,2/23/2022,Suburban,65+,age_band,No Campaign,,,No offer,,2024,1,2024-01,6-10%,679,29.18
TXN039804,1/3/2024,C01254,P0068,BR06,Online,6,24.8,0,148.8,148.8,66.78,82.02,Paid,No Campaign,FALSE,Pro Baseball Cap,Apparel,24.4,11.13,54.39,Active,SME,Standard,Walk-in,1/3/2024,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,1,2024-01,0%,0,55.12
TXN016643,1/3/2024,C00001,P0099,BR05,Partner,1,236.11,15,236.11,200.69,158.37,42.32,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Standard,Online,1/3/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,1,2024-01,11-15%,0,21.09
TXN047342,1/3/2024,C01880,P0020,BR03,Online,3,50.96,0,152.88,152.88,96.69,56.19,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,3/27/2022,Urban,36-45,age_band,No Campaign,,,No offer,,2024,1,2024-01,0%,647,36.75
TXN008402,1/3/2024,C01820,P0032,BR02,Online,3,13.55,0,40.65,40.65,24.96,15.69,Partially Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,SME,Standard,Referral,1/3/2024,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,1,2024-01,0%,0,38.6
TXN016135,1/3/2024,C00518,P0029,BR02,Branch,2,115.68,5,231.36,219.79,216.64,3.15,Paid,No Campaign,FALSE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,SME,New,Online,7/17/2022,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,1,2024-01,1-5%,535,1.43
